"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
406,"NZTA\SDLT\Model\Question","2020-05-18 14:22:20","2019-05-13 08:41:28","Information","Information and Data Management Assessment (IDMA)","This product requires the completion of an Information and Data Management Assessment in line with the Agency's Information and Knowledge Management Strategy and New Zealand Data and Information Principles.

Please use the Information and Data Management Assessment Template found at:
https://infohub.example.co.nz/otcs/cs.dll?func=ll&amp;objaction=overview&amp;objid=17487352

If you need assistance in completing the IDMA. Please email the Security Architects (security.architects@example.co.nz).
","action",0,0,0
407,"NZTA\SDLT\Model\Question","2020-05-18 14:22:20","2019-05-13 08:42:16","Completed Document","Please provide a link to the completed Information and Data Management Assessment.","Please provide a link to the completed Information and Data Management Assessment (IDMA). Please store the IDMA in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,0,0
408,"NZTA\SDLT\Model\Question","2019-05-21 12:28:59","2019-05-13 09:32:27","Information","Control Validation Audit (CVA)","This product requires the completion of a Control Validation Audit in line with the Agency's Risk Assessment Framework.

Please use the Control Validation Audit Template found at:
https://infohub.example.co.nz/otcs/cs.dll?func=ll&objaction=overview&objid=36733720

If you need assistance in completing the CVA. Please email the Security Architects (security.architects@example.co.nz).
","action",0,0,44
409,"NZTA\SDLT\Model\Question","2019-05-13 09:33:14","2019-05-13 09:33:14","Completed Document","Please provide a link to the completed Control Validation Audit","Please provide a link to the completed Control Validation Audit. Please store the CVA in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,0,44
410,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-05-13 11:04:58","New Transfers of Data","Does this delivery add new data or information that belongs to the Transport Agency?","<p>Is this change going to be adding any new data sources or targets of data/information?</p><p>This would include:</p><ul><li>Data/Information being received by the product</li>
<li>Data/Information being sent by the product</li>
<li>Data/Information being loaded/imported into the product</li>
<li>Data/Information being exported from the product</li>
</ul><p>Alert information is used for Logging/Operations/SIEM platforms. An alert is a notification of an issue with operations that is reported for support. If you're adding Alert/Logging Information <strong>AND</strong> other information, please click 'Yes'.</p>","action",4,7,0
411,"NZTA\SDLT\Model\Question","2019-05-14 10:34:20","2019-05-14 10:33:09","Information","JIRA Project Management","As your product delivery is being managed through JIRA, the SDLT will create tickets for you to complete and close. Each ticket will be focused on an area of functionality that you are delivery and the required Agency security controls that must be implemented.

Two tasks will be created by this task for you to complete.
1. Component Selection - You pick the functionality you're delivering and JIRA tickets are created
2. Control Validation Audit (JIRA) - You attest to implementing controls and closing JIRA tickets.","action",0,0,45
412,"NZTA\SDLT\Model\Question","2019-05-14 10:34:42","2019-05-14 10:34:42","Finished","Click Finish to complete this task and create the two additional tasks.","","action",0,0,45
413,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-05-17 13:26:26","Significant Change","Is this a significant change to the product?","<p>A significant change would be something defined as:</p><ul><li>Moving the product from one location to another (e.g. data centre migration)</li>
<li>Moving the product from <span class=""ILfuVd""><span class=""e24Kjd"">On-premises</span></span> to cloud (e.g. Revera to Azure)</li>
<li>An upgrade of the Operating System that is hosting the product</li>
<li>An major version upgrade of the hosting platform (e.g. Silverstripe upgrade v3 to v4)</li>
<li>Changing how Authentication is handled</li>
<li>The inclusion of new Personal Information (PI)</li>
</ul>","action",4,17,0
414,"NZTA\SDLT\Model\Question","2019-05-20 09:40:42","2019-05-20 09:40:42","Information","Penetration Test Information","You are required to complete a penetration test and remediation for this product. Please provide a copy of their latest penetration test report and remediation response.

If you need some assistance, please contact security.architects@example.co.nz","action",0,0,46
415,"NZTA\SDLT\Model\Question","2019-05-20 09:41:16","2019-05-20 09:41:16","Penetration Test Report","Please provide the URL of the saved penetration test report","Please ensure it's stored in a Transport Agency document management system and is accessible to the Cyber Security team.","input",0,0,46
416,"NZTA\SDLT\Model\Question","2019-05-20 09:41:43","2019-05-20 09:41:43","Remediation Report","Please provide the URL of the remediation report","Please provide a link to your remediation report outlining the remediation work undertaken in response to the Penetration Test report. Please ensure this link is available to the Transport Agency Cyber Security team.","input",0,0,46
417,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-06-10 11:33:25","Release Date","What is your expected go-live date for this product?","","input",0,7,0
418,"NZTA\SDLT\Model\Question","2019-06-10 11:34:40","2019-06-10 11:34:02","Release Date","What is your target release date for this solution?","","input",5,5,0
419,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-06-10 11:35:04","Release Date","What is the release date for this deliverable?","","input",4,6,0
420,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-06-11 09:44:00","New Collection","Is this a new collection of data or information; or a change to the way it is collected or sourced?","","action",0,12,0
421,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-06-11 09:50:55","New Use of Data","Is this a new use for data or information already held by the NZ Transport Agency?","Transport Agency data is any and all data or information that the Transport Agency receives, stores or transmits. ","action",0,13,0
422,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-06-11 09:51:32","Data Storage Change","Is this a change to, or a new way of storing data or information?","Transport Agency Information is any and all data or information that the Transport Agency receives, stores or transmits. ","action",0,14,0
423,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-06-11 09:52:20","Sharing Data","Does this involve the sharing or distributing of data or information with other agencies, organisations, or the public?","","action",0,15,0
424,"NZTA\SDLT\Model\Question","2020-03-11 08:35:56","2019-07-09 10:58:45","Alerts","Is this new data transfer alert information only?","Alert information is used for Logging/Operations/SIEM platforms. An alert is a notification of an issue with operations that is reported for support.","action",0,7,0
425,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-07-15 11:02:34","GCIO105","Has this vendor completed a GCIO105?","<p>All NZ Government Agencies are required to complete a Government Digital Communication Office Cloud Risk Assessment (GCDO/GCIO). Once complete and assessed, a copy of this assessment will be provided to the NZ Department of Internal Affairs (DIA) and made available to all NZ Government Agencies. Each external organisation should only have to ever complete this process once.</p><p>This assessment is designed to solicit information about potential risks to NZ Government Data and Agencies. If the vendor in question has not completed an assessment before, a new GCIO105 task will be created on completion of this questionnaire.</p>","action",0,10,0
427,"NZTA\SDLT\Model\Question","2019-07-15 11:05:15","2019-07-15 11:05:15","Link","Please provide the URL of your lite solution design","","input",0,0,47
428,"NZTA\SDLT\Model\Question","2019-07-18 16:25:27","2019-07-18 10:06:38","Firewall Rule","Are you wanting to add or change a firewall rule?","","action",0,3,48
429,"NZTA\SDLT\Model\Question","2019-07-18 16:25:27","2019-07-18 10:07:42","Infrastructure Change","Are you wanting to deploy some form of infrastructure change that is not part of a project?","This would include things such as Wireless AP installs, virtual machine deployments, TLS/SSL certificate updates etc","action",0,4,48
430,"NZTA\SDLT\Model\Question","2019-07-18 10:12:07","2019-07-18 10:08:27","Proof of Concept","Are you wanting to try a piece of software for a short period of time to determine it's suitability?","This would include cloud and desktop software.","action",0,1,48
431,"NZTA\SDLT\Model\Question","2019-07-18 11:27:34","2019-07-18 10:09:00","Software Trial","Are you wanting to try a piece of software for a period of time?","This would include cloud software and software installed on a server or desktop.","action",0,2,0
